iso3c,country,year,current_account_pct_gdp,reserves_months_imports,inflation_cpi_pct,gov_debt_pct_gdp,fiscal_balance_pct_gdp,gdp_usd_current,gdp_growth_real_pct,gdp_per_capita_usd
SVK,Slovak Republic,2024,-2.74720634860954,1.35050891014272,2.75760909424273,,,141775733420.114,2.06167771773576,26147.9028430133
SVN,Slovenia,2024,4.45762280953928,0.578163866894199,1.96562656432507,,,72485008929.2766,1.59101479921402,34089.3527652778
SWE,Sweden,2024,5.96448395881967,1.96000200185024,2.8358165822403,,,610117791237.089,0.973832212948594,57723.2345031532
SWZ,Eswatini,2024,,,,,,4891883720.15742,2.64070461612,3936.10969242371
SXM,Sint Maarten (Dutch part),2024,,,,,,1735210227.92581,3.49999999999999,40027.9175992113
SYC,Seychelles,2024,,,0.311726050919631,,,2167239562.46013,3.46568066415341,17858.8226383978
SYR,Syrian Arab Republic,2023,,,,,,19993439949.5435,-1.20726420279644,847.372723418531
TCA,Turks and Caicos Islands,2024,,,,,,1745378000.0,5.63682517443362,37506.7798431288
TCD,Chad,2024,,,8.89950732263755,,,20625711664.6472,3.65445110463405,1016.08880662712
TEA,East Asia & Pacific (IDA & IBRD countries),2024,,10.3156236334528,2.23172772921704,,,22233410782170.8,4.96260711576491,10513.9755660123
TEC,Europe & Central Asia (IDA & IBRD countries),2024,,5.51872117352526,3.48974086026954,,,6097876994310.88,3.67307586178063,13257.56545104
TGO,Togo,2024,,,2.862620740898,,,9925732119.72034,5.30000531416641,1043.14092889765
THA,Thailand,2024,2.15339024400409,7.44308977642376,1.3658054079804,,,526411265427.683,2.52596175771495,7345.13569000377
TJK,Tajikistan,2024,6.24458089743382,,,,,14204575548.5536,8.39999980983981,1341.20229027672
TKM,Turkmenistan,2024,,,,,,64239891739.3311,2.26411722659043,8571.60702949432
TLA,Latin America & the Caribbean (IDA & IBRD countries),2024,,6.36951533079382,3.46497037946077,,,6977493595927.05,2.2441060750872,10784.3171528207
TLS,Timor-Leste,2024,-30.0404433599722,5.89543739578108,2.06284153005467,,,1881265333.4187,-2.18912155633342,1343.14886031844
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2024,,,3.08613611099231,,,2139861115659.73,2.16135713353849,2905.83377209255
TON,Tonga,2024,-3.91392675998385,11.0134880367749,3.18364611260053,,,,,
TSA,South Asia (IDA & IBRD),2024,,7.37493246397039,2.76131569624095,,,4514924632400.27,6.2248422535276,2691.64556264089
TSS,Sub-Saharan Africa (IDA & IBRD countries),2024,,5.6848220826136,4.21492822110782,,,1860829213452.29,3.42843759456181,1441.32038465812
TTO,Trinidad and Tobago,2024,4.66513446346676,6.02984786823991,0.526884625776817,,,26428963758.1307,1.65060334585279,19314.7163432664
TUN,Tunisia,2024,-1.45160135957825,4.51241564590908,7.20661657168791,,,53409988744.5968,1.35065253490181,4350.3717971875
TUR,Turkiye,2024,-0.770297597856716,4.73155147131451,58.5064507300342,,,1323254808058.74,3.18402435479221,15473.2872636856
TUV,Tuvalu,2023,,,,,,62280311.5852172,3.85280919517032,6344.7750188689
